"Ano_Ref","id_mun","ES001","POP_URB","ES006","ES028","FN001","FN003","FN006","FN013","FN024","FN033","FN043","FN048","FN053","FN058"
2019,2211001,293989,815271,10733.89,4122.41,251952265.54,46001831.76,241027075.1,38799954.53,13449304.34,114825654,0,0,0,0
2012,2905800,1663,15701,46.97,8.08,1917873.2,42953.9,1946974.49,122667.97,NA,NA,NA,NA,NA,NA
2015,2908200,484,14596,18.41,0.19,2244267.82,9662.02,2520510.29,523709.01,68451.26,164115.85,NA,NA,0,0
2014,2909208,4221,7121,0,0,1091174.64,0,983866.95,187630.41,0,31233.01,0,0,0,0
2014,2909307,3326,13344,499,NA,2305158.47,0,2305158.47,241528.15,0,328093.29,0,0,0,0
2012,2910701,4574,27744,146.62,NA,5325485.74,387871.74,5354296.01,808097.84,NA,NA,NA,NA,NA,NA
2016,2913903,8881,43310,135.54,168.79,8308376.24,413348.29,8391934.51,402848.43,4146610.8,5203174.73,NA,NA,0,0
2012,2913903,2424,40519,84.38,9.71,6181319.86,241761.96,6390025.72,243792.23,NA,NA,NA,NA,NA,NA
2014,2916401,64215,73233,523.44,2.88,5951037.97,1685846.96,6632257.6,974046.34,0,107935.8,0,0,NA,NA
2012,2916401,63045,67858,514.67,3.18,5821097.85,1567626.44,6039652.39,947027.93,97782.94,258742.18,0,0,NA,NA
2014,2924603,3120,11776,0,0,328000,0,333000,33000,0,21000,0,2150000,0,0
2012,2925907,1500,6407,20,0,1395543.57,0,1316033.05,390040.97,NA,NA,0,0,0,0
2014,2927606,3013,5677,74.75,10.19,1286670.61,184700.8,1310394.01,146379.21,6765.61,669535.72,NA,NA,NA,NA
2013,2928505,1800,2521,0,0,967516.11,0,978019.15,83952.37,0,26235.83,0,0,0,0
2013,2931905,10539,23426,336.26,75.65,3860180.65,918287.84,3643075.68,193133.65,0,65048.15,NA,NA,NA,NA
2014,2102374,100,3934,0,0,0,0,0,4000,NA,NA,0,0,0,0
2015,2202901,3905,16111,201.83,11.04,3041222.96,437510.98,2941325.75,446470.82,0,0,NA,NA,0,0
2010,2902104,16692,19638,300.26,0,1564811,0,1901228,234267,0,0,NA,NA,0,0
2009,2913507,2163,14901,65.21,3.24,1080359.86,41612.46,1052656.92,96599.28,NA,NA,0,0,0,0
2008,2916401,59570,63278,488.62,3.66,3771308.39,950706.08,4151357.99,567561.3,1962435.66,2207271.29,NA,NA,NA,NA
2009,2919504,14087,20125,0,0,1711568.6,0,1803630.56,9189.69,NA,NA,0,0,0,0
2007,2922300,1075,17174,37.7,NA,1194525.63,25852.26,1231818.78,243426,0,0,NA,NA,NA,NA
2011,2922409,8983,9695,308.87,102.36,1562410,595765,1580191,112938,NA,NA,NA,NA,NA,NA
2010,2924652,3820,5840,NA,NA,419168,0,457468,89042.8,21251.01,239428.96,NA,NA,NA,NA
2011,2925808,7492,12492,0,NA,1482482,0,1541792,328176,NA,NA,8000,8000,0,0
2008,2927903,4320,9725,137.09,46.11,967715.53,201192.84,882010.2,33338.65,0,4000,NA,NA,NA,NA
2007,2930774,15750,19144,0,4.1,887639.64,173850.78,964908.22,237408.12,0,9298.99,NA,NA,NA,NA
2008,2211001,115398,748338,5195,4025.65,98617569.3,12873480.97,87143637.73,14616106.72,73042.5,3989376.16,NA,NA,NA,NA
2005,2905701,31319,183165,465.9,557,13723775.82,726489.93,11822561.79,423806.52,6219000,17691000,NA,NA,NA,NA
2004,2916104,11311,20941,304.36,309,1264423.5,231949.6,1314260.39,NA,0,0,NA,NA,NA,NA
2003,2921005,9689,25449,576.5,241,1181943.81,0,1235992,NA,0,53158,NA,NA,NA,NA
2006,2928703,5583,74467,174,NA,4720704.8,96908.51,4915572.31,536324.15,0,0,NA,NA,NA,NA
2001,2211001,84828,690275,NA,NA,45908386,6056487,44025906,6921148,NA,NA,NA,NA,NA,NA
2022,2907301,706,NA,27.52,0,5143957.94,55619.34,5336043.98,798884.25,15871.61,1798295.22,0,0,0,0
2022,2908507,1623,NA,46.54,29.12,2985866.1,66325.83,2799795.83,148032.04,16607.45,2294469.76,0,0,0,0
2022,2910404,3115,NA,140.52,81.67,2010961.91,701348.32,1757960.23,326337.93,114855.11,221811.35,0,0,0,0
2022,2922003,13787,NA,596.82,95.35,6129943.93,1601816.78,6145558.29,491659.57,346663.03,1020269.08,0,0,0,0
2022,2922409,7137,NA,389.9,67.63,4362671.77,1677114.75,4393921.54,354982.34,17674.62,413477.65,0,0,0,0
2022,2924108,357,NA,0,0,700644.83,0,725506.14,114052.34,1639.2,52883.68,0,0,0,0
2021,2901007,844,27268,28.77,0,7726591.84,56099.42,7869235.13,839217.33,505239.94,951544.55,0,0,0,0
2021,2906105,2053,3322,97.91,43.88,1646972.91,455907.71,1702946.3,420162.61,139446.32,232036.53,0,0,0,0
2019,2907806,26750,17844,0,NA,4693103.21,0,4424696.16,625808.76,0,180425.58,35000,35000,0,98000
2021,2910503,5084,25121,349.12,123.44,8128656.84,773215.56,7514190.25,1307119.15,205677.09,1356251.08,0,0,0,0
2019,2910503,5154,24981,204.49,177.02,6897753.48,711497.69,6922291.98,813539.13,0,1099339.68,NA,NA,NA,NA
2021,2911501,6000,4393,0,0,907783.57,0,1014287.17,46831.82,453.06,32060.03,0,0,0,0
2019,2913408,6795,8089,415.5,51.28,989206.16,329761.85,1099206.16,109740.74,43758.13,224061.31,0,0,0,0
2017,2914802,163574,215620,3303.05,488,46595596.01,13714374.17,41999323.97,5855039.04,0,8864394.1,0,0,0,0
2021,2917003,356,9706,13.42,1.97,3215037.86,23354.36,3355867.31,611732.51,2852257.85,3375709.82,0,0,0,0
2017,2917508,5318,58961,164.02,463.02,13654135.18,234796.98,13340050.1,1441882.48,65155.78,429439.87,NA,NA,0,0
2020,2918209,3064,5755,147.34,0,1896792.26,559032.54,2076568.37,148429.39,16612.38,68946.98,NA,NA,NA,NA
2018,2921203,4383,15874,130.67,76,4445245.67,443212.75,4139247.41,591138.51,0,0,NA,NA,0,0
2020,2921500,9268,8328,0,NA,3317918.87,0,3156222.28,1321979.63,0,227995.91,319386.68,319386.68,0,0
2020,2921708,13783,20426,431.87,0,5935786.53,1978140.11,5907786.12,1412224.63,85121.12,428045.67,NA,NA,NA,NA
2017,2922409,9268,10357,335.45,109.57,3029468.36,1165474.77,2984537.11,128202.86,21887.1,25132.61,NA,NA,0,0
2019,2930600,860,7900,60,0,2861634.78,0,2907668.8,213751.1,0,0,0,0,0,0
2018,2930774,16449,20735,0,8.18,2036410.84,321050.77,2147345.41,204400.96,0,0,0,0,0,0
2019,2933307,322532,305834,10876.36,3509.95,122442253.48,50633352.74,116982134.73,14340903.29,4881439.47,20934937.51,NA,NA,NA,NA
2021,2103604,3778,45891,125.84,12.03,8182545.5,141.38,6023672.62,2485821.16,0,205263.67,NA,NA,NA,NA
2020,2111300,552031,1047436,8538.48,3055.43,348922304.11,154010387.13,208270710.35,36225291.3,8308144.32,13411827.48,0,0,0,0
2019,2201804,528,1798,7.81,1.25,432837.09,14415.32,471804.01,101046.49,0,82.66,0,0,0,0
2018,2206696,3600,1817,186.15,NA,261009.99,30000,279604.07,110257.56,274283.31,274519.1,30000,210000,0,0
2012,2908200,521,13417,NA,NA,1816845.26,10931.25,1951992.5,155505.95,NA,NA,NA,NA,NA,NA
2015,2909307,3376,13384,499,NA,2598661.89,0,2598661.89,384719.15,0,442293.16,0,0,0,0
2014,2911709,35799,67647,1490.1,247.05,14752615.63,2474.1,13619411.46,2203710.58,86016.16,13813210.14,NA,NA,NA,NA
2013,2912202,6000,12096,0,NA,466758.59,0,503227.82,44858.88,0,20382.07,0,0,0,0
2013,2913606,85614,155601,3922.53,2173.14,36440556.35,9976983.51,32713811.86,1559300,44213.81,752406.98,NA,NA,NA,NA
2015,2914802,148645,214287,3302.4,365,43910455.85,11283663.53,40077085.74,6041051.82,0,93874.65,0,0,0,0
2014,2915502,20000,17427,0,0,1589118.76,0,1589118.76,153507.36,0,104584.8,0,0,0,0
2016,2921401,2037,8997,6.2,NA,588884.33,16918,434781.58,123623.13,52994.87,444568.41,NA,NA,0,259415.98
2014,2921500,1000,9262,0,NA,1962151.36,0,2058158.81,397874.01,0,74080,0,0,0,0
2015,2923100,10000,13733,0,0,1927763.46,0,2014946.89,133435.48,473.51,1135.26,0,0,0,0
2015,2929008,8659,9918,262.6,10.58,1660142.06,716691.31,1521099.25,200244.9,8187.17,19629.22,NA,NA,0,0
2014,2929206,12542,32059,523.85,465.55,7450121.77,1030769.01,7149710.42,594303.19,1123377.45,1481821.58,NA,NA,NA,NA
2016,2200202,4412,15084,94.42,0,2447083.13,144761.01,2306672.46,331368.33,0,0,0,0,0,0
2007,2914000,1711,27442,13,NA,1724636.09,8977.35,2221622.37,463295.4,0,0,NA,NA,NA,NA
2011,2914604,8346,61650,246.37,2.4,8530955,447951,8882798,1436265,0,3771000,NA,NA,NA,NA
2010,2919306,3966,8037,170.75,4.28,1165724,379955,1323298,40921,NA,NA,NA,NA,NA,NA
2010,2923506,1623,5239,14.96,9.91,411731,24086,434821,74486,136000,NA,NA,NA,NA,NA
2007,2927705,7719,17768,326.03,144,1554850.96,519131.36,1354831.58,246088.13,0,0,NA,NA,NA,NA
2011,2928703,6339,80226,212.35,3.49,10252493,218533,10554419,596228,2158000,2158000,NA,NA,NA,NA
2009,2928703,6333,77238,201.17,4,7234067.01,147552.15,7672227.72,533639.11,110000,NA,0,0,0,0
2006,2918001,117451,131880,4521,1585,14999823.31,5661787.59,14632051.13,820049.16,0,0,NA,NA,NA,NA
2004,2918001,100148,131400,3372.85,2568,11947873.41,4366840.84,11205655.35,NA,0,0,NA,NA,NA,NA
2004,2927200,1127,19896,NA,NA,808516.67,0,786002.51,NA,0,69000,NA,NA,NA,NA
2002,2933307,101253,232307,4324.8,NA,12545083.95,3958958.95,13080458.48,NA,732024,NA,NA,NA,NA,NA
2002,2202901,1549,12806,NA,NA,718692.21,66323.75,645762.28,81168.74,0,40566.77,NA,NA,NA,NA
1996,2918407,39981,133117,3493.05,NA,3789267.28,794685.16,2994241.51,327813.34,199200.49,NA,NA,NA,NA,NA
2022,2930204,4895,NA,0,NA,4236741.81,857458.1,5443247.01,67504.52,NA,NA,0,0,0,0
2017,2904506,10974,3193,0,NA,653175.71,0,643338.42,29347.44,0,185597.9,0,0,0,0
2019,2905602,9068,25090,268.07,19.14,5406409.65,1271768.34,5341698.62,142371.3,180194.05,180194.05,NA,NA,NA,NA
2017,2906907,4641,12009,139.18,10.4,3370883.77,542376.88,3209134.77,148825.39,0,0,NA,NA,0,0
2019,2907301,663,16214,18.24,0,4084839.58,36319.66,4146378.12,570103.35,0,18460.34,NA,NA,NA,NA
2017,2907301,624,16816,16.8,0,3653313.15,29479.41,3627670.99,180754.87,0,21806.72,NA,NA,0,0
2019,2908200,443,14548,11.76,13.55,3535993.67,15388.08,3598646.78,772743.04,0,683000,NA,NA,NA,NA
2020,2911303,3379,5671,81.1,4.97,925097.96,321772.02,1000994.77,211542.01,33500.42,80812.61,NA,NA,NA,NA
2020,2914653,1050,23159,30.23,29.24,4787398.41,54421.84,4180655.86,446490.36,3718.54,264658.38,NA,NA,NA,NA
2018,2917300,1355,20603,53.94,10,3149927.84,45142.92,3256907.89,120046.57,0,0,NA,NA,0,0
2019,2922409,9359,10007,305.92,68.08,3663098.51,1403725.75,3652579.31,131810.49,0,55801.34,NA,NA,NA,NA
2019,2925956,5070,6774,0,0,2300500.38,0,2328257.19,242760.77,0,0,0,0,0,0
2019,2926004,25173,24706,447.95,131.19,2758897.23,845746.03,3160751.69,459571.42,0,59024.96,0,0,0,0
2021,2926707,3065,6246,124.4,53.27,2114701.3,594782.32,2045029.29,211292.7,43181.5,129235.93,0,0,0,0
2017,2928505,2400,2584,0,1,1351937.54,30000,1582425.23,72167.49,0,149674.98,2000,218497.04,0,0
2017,2928703,24651,90069,806.69,242.57,22365376.75,1940185.14,21912784.89,1150806.78,114707.67,2445088.51,NA,NA,0,0
2019,2931905,12687,21233,428.36,9.57,7208361.3,1957162.92,7122834.46,347152.38,30906.18,45358.83,NA,NA,NA,NA
2018,2933158,9183,8356,258.98,12,2547490.66,985496.78,2359519.32,146418.73,0,66971.7,NA,NA,0,0
2020,2933307,282998,305414,10862.15,3986.95,126711309.62,52064014.21,124737733.09,11822560.12,4777069.21,61009301.95,NA,NA,NA,NA
2018,2111508,15000,30370,0,50,1320410.49,0,1112326.23,756581.3,0,0,1e+05,496000,2e+05,760000
2018,2112209,2762,146010,33.14,7.46,27300708.01,70690.3,28162861.58,5047694.72,774525.65,6867612.65,0,0,0,0
2020,2202554,1664,1664,0,NA,275848.04,0,272997.72,411762.13,0,1954.7,0,0,0,0
2020,2209807,16,3500,0,0,710052.21,10,773957.33,143379.5,0,4587.56,0,0,0,0
2014,2902807,8100,11081,0,0,90477.94,0,95464.7,101087.9,0,16822.15,0,0,NA,NA
2016,2904902,15163,17915,500.48,223.79,5237417.2,1701232.19,5395410.72,315749.37,581747.32,2084347.52,NA,NA,0,0
2015,2906501,33015,81155,1158.71,699.82,72627337.58,2286968.17,72880436.95,2220183.59,8025045.97,14954783.85,NA,NA,5636987.68,5636987.68
2012,2910503,2276,24024,93.5,116.52,3953163.55,196815.88,4110798.68,345553.35,NA,NA,NA,NA,NA,NA
2016,2910727,8025,106539,257.38,42.48,17504898.56,381313.99,18138371.15,1480587.47,61182.84,314197.66,NA,NA,0,0
2013,2911303,2266,5711,48.71,6.79,541684.07,165527.46,476176.75,40055.87,0,46192.37,NA,NA,NA,NA
2013,2911709,32438,67178,1181.95,70.19,11822142.39,52185.31,10958865.61,1576619.3,90240.01,10416552.74,NA,NA,NA,NA
2014,2915403,3288,5955,120.71,49.75,824492.29,224035.02,838783.13,36385.26,23730.39,47978.56,NA,NA,NA,NA
2015,2917359,3186,3125,172.3,0,690313.75,172203.44,826864.28,137505.46,0,0,0,0,0,0
2012,2917607,10436,39325,107.78,15.66,4388664.03,249723.81,4742091.68,25274.76,NA,NA,NA,NA,NA,NA
2014,2918209,4150,5927,120.12,56.08,1092601.22,345104.19,996377.65,173148.55,9882.02,36455.76,NA,NA,NA,NA
2013,2918803,2921,6629,118.19,19.57,1022909.47,310679.28,1025923.56,35656.05,214.06,216093.39,NA,NA,NA,NA
2015,2922409,9229,10282,308.03,102.71,2252579.4,859907.03,2263723.71,128257.57,1318.77,3161.83,NA,NA,0,0
2012,2925758,9706,9838,0,0,1129193.44,0,1117412.14,3937.31,NA,NA,0,0,0,0
2013,2927200,1658,23506,69.1,NA,2976648.71,220421.89,3046826.54,555474.7,0,46447.96,NA,NA,NA,NA
2015,2927903,6050,10261,202.24,56.95,1923443,520332.28,1994875.57,31713.02,5072.86,129264.35,NA,NA,0,0
2012,2930774,14800,20101,0,22.44,1306378.54,227044.34,1427505.85,97830.1,6523.4,19572.4,0,0,0,0
2012,2931301,6500,12721,0,0,922605.2,0,944544.84,70197.82,NA,NA,1e+05,305000,0,0
2016,2102358,4500,4246,80,50,80000,5000,80000,7800,NA,NA,5e+05,1247000,NA,NA
2014,2200400,2039,27954,55.3,6.04,2107228.98,109161.13,2225858.43,357009.74,0,2069.55,NA,NA,0,0
2009,2905602,7091,24464,235.84,45.59,2378442.33,342160.06,2632084.99,95427.71,237000,NA,0,0,0,0
2009,2905701,41589,223934,764.54,546.2,37353761.71,1745125.97,42663833.79,4661073.19,31489000,NA,0,0,0,0
2008,2907202,26050,34248,538.98,895.3,2037114.74,448916.02,2105758.1,389504.16,0,20050,NA,NA,NA,NA
2008,2907707,2373,2534,77.86,0,390895.1,53494.62,429615.2,55479.87,0,0,NA,NA,NA,NA
2011,2910503,1996,23934,91.9,79.81,3372645,131430,3459665,380618,NA,NA,NA,NA,NA,NA
2007,2910503,1285,24069,65.89,43,2101886.47,89608.26,2332984.31,282707.57,267000,267000,NA,NA,NA,NA
2010,2917102,2757,18100,0,NA,1490808.39,0,1468856.12,185221.7,0,37220,NA,NA,NA,NA
2011,2917706,8751,16731,319.93,398.75,2479457,432355,2626475,205038,NA,NA,NA,NA,NA,NA
2011,2918209,3728,5592,110.9,69.46,718511,216184,745385,299225,0,176000,NA,NA,NA,NA
2011,2922300,3203,18054,57.86,12.85,2085809,60739,2174917,250440,NA,NA,NA,NA,NA,NA
2010,2925204,28378,28378,1500,75,2868109,0,3347230,320588,0,0,NA,NA,0,0
2007,2932507,919,14431,38.88,13,795720.8,16433.03,761112.22,102327.27,0,0,NA,NA,NA,NA
2011,2932903,60508,64976,0,9.49,8902705.77,1833.07,8902705.77,596798.87,86293.15,626877.51,0,0,0,0
2011,2933208,7537,35808,318.05,118.63,7622680,610561,8168087,1297665,894000,894000,NA,NA,NA,NA
2010,2103307,12324,81045,0,491,3800672.98,294790.79,4266178.65,1466229.9,0,75029.43,0,0,0,0
2002,2928703,5745,68594,NA,NA,2530522.34,61734.99,2774196.7,NA,NA,NA,NA,NA,NA,NA
2005,2103307,12245,77356,0,321.61,2822032.33,194717.33,2822032.33,958272.66,2590,51557.75,NA,NA,NA,NA
2002,2211001,115627,700820,NA,NA,44943359.92,6283121.89,50544593.66,5882959.43,0,1074494.34,NA,NA,NA,NA
1999,2909901,6833,9853,224.59,NA,314527,0,404430,22681,25395,107101,NA,NA,NA,NA
2022,2900108,7290,NA,0,NA,0,0,0,5544,NA,NA,3e+06,4400000,NA,NA
2022,2909208,7086,NA,0,NA,2272672.61,0,2313123.65,332316.81,5378.25,611136.65,0,0,0,0
2022,2916906,10999,NA,0,NA,1702638.32,0,1765026.57,379109.27,3891.06,157737.17,0,0,0,0
2022,2922102,15097,NA,0,3,3228744.06,3e+05,3205285.69,421863.28,9874.37,301672.82,0,0,0,0
2022,2924652,5260,NA,115,1.97,1531202.4,0,1590599.51,513490.21,3934.58,302862.12,576140.54,626873.42,0,0
2022,2930709,41794,NA,3747.56,1042.86,40408399.78,7562312.04,37001204.94,2580282.75,562740.83,9293070.64,0,0,0,0
2022,2932705,2968,NA,109.05,36.1,5054567.54,494756.59,4628799.26,360770.04,77657.72,468290.87,0,0,0,0
2017,2903904,47945,47945,1428,625,9123643,1453382,9288938,1054325,13600,388082,0,0,0,0
2018,2904902,15386,17326,614.77,197,6407271.75,2239670.74,6187951.86,355415.67,96379.99,1663235.8,NA,NA,0,0
2017,2905800,1896,16268,54.9,10.91,3153302.29,90861.25,3286969.3,130041.64,0,0,NA,NA,0,0
2019,2907558,1871,2504,58.78,19.94,1365243.44,287386.14,1273685.33,136173.36,19280,19280,NA,NA,NA,NA
2017,2907558,1791,2621,57.72,0,1063442,224508.69,1005410.63,9638.39,40513.7,46521.24,NA,NA,0,0
2021,2907806,26820,17910,0,NA,5078194.16,0,4881023.02,641465.72,44247.69,565491.87,0,0,0,0
2019,2912301,14145,12277,0,NA,2218241.33,40000,2221058.84,65539.11,0,3193104.82,40000,105000,NA,NA
2021,2913507,1908,15318,49.37,5.19,3341873.35,123353.14,3115081.95,218804.68,809.26,184238.49,0,0,0,0
2017,2913705,16890,17421,0,78,3631870.56,105254,3767898.22,246245.62,0,5818.31,0,0,0,0
2021,2914604,11132,68274,405.02,30.92,23071996.11,1335216.89,23423715.44,7677103.43,16667.81,901208.79,0,0,0,0
2018,2914802,166618,207518,3604.5,506.4,49705888.33,14443118.23,46041739.82,5879750.89,0,9487253.63,0,0,0,0
2017,2917300,1332,21306,38.62,6.12,3014881.01,45604.64,2975870.79,105236.25,0,21430.8,NA,NA,0,0
2018,2917334,5342,5317,168.06,21,1491775.08,620896.52,1548403.61,31958.39,0,0,NA,NA,0,0
2019,2919553,63893,79912,2004.1,346.8,31149773.13,9056301.44,30588609.18,1177886.22,3792032.19,4911100.6,NA,NA,NA,NA
2020,2919801,13965,16430,0,0,4530121.53,0,5177485.68,940767.07,0,561391.66,0,0,0,0
2017,2921708,14873,21242,474.36,0,5173322.07,1741237.27,5007272.14,266842.03,2171452.66,2559937.25,NA,NA,0,0
2017,2923506,3481,5762,116.93,8.02,1226756.08,430192.58,1149801.56,116034.93,0,64972.99,NA,NA,0,0
2020,2927408,2541619,2885907,116557.29,45828.17,1246887073.32,536684504.65,1067860923.96,72447138.1,50120179.4,143443664.56,NA,NA,NA,NA
2021,2928406,3720,16249,0,62.02,2914804.19,210434.68,3141320.41,423967.5,6650,140980.32,0,0,0,0
2017,2930105,5938,62825,172.84,173.68,14011095.73,206681.94,14098401.27,2721378.13,4113.29,7345786.66,NA,NA,0,0
2020,2930774,20954,21123,0,1063,2958828.27,448250.25,3291493.92,559675.36,0,0,0,0,0,0
2017,2932705,2768,17270,134.26,39.63,5925146.69,290720.27,3193334.8,142879.51,0,0,NA,NA,0,0
2021,2100055,1581,85558,40,6.1,18750134.7,185040,16266432.68,6331659.99,2e+05,463173.54,0,0,0,0
2017,2101707,4426,25075,191.23,122.16,3384732.89,726697.68,3081080.15,444207.16,0,188324.93,0,0,0,0
2021,2204659,5860,7924,70.23,120.41,1378202.51,2065.57,1469760.6,456407.77,131164.97,314343.32,0,0,0,0
2015,2902807,8600,10997,0,0,100068.75,0,107087.98,110793.27,100,227.58,0,0,0,0
2012,2904902,11586,16512,405.55,318.99,3271212.32,651796.35,3315802.63,6455903.06,671000,NA,NA,NA,NA,NA
2012,2905701,60437,243686,1163.66,649.29,43301266.17,3759192.14,61983060.9,5663156.54,12012000,NA,NA,NA,NA,NA
2014,2914604,10744,67057,330.04,24.82,12528997.52,799212.11,13029572.46,2297012.42,41669.82,10309333.16,NA,NA,NA,NA
2014,2918308,3524,8946,0,0,1118411.27,0,1133803.98,36537.1,0,35347.91,0,0,0,0
2015,2919306,5072,8872,217.8,3.95,2275474.93,789908.02,2381347.66,49052.69,45295.56,108598.72,NA,NA,0,0
2015,2923308,1000,2942,0,1,686306.23,0,641005.26,96593.26,133.28,319.54,0,0,0,0
2013,2923506,3123,5683,101.2,10.5,752532.84,231879.39,758188.61,71975.86,0,70024.56,NA,NA,NA,NA
2016,2924108,561,1868,0,NA,286850.36,0,278308.38,57780.59,58377.27,158124.95,0,0,0,0
2012,2927606,6916,5476,NA,NA,950980.64,65391.64,991290.53,136153.14,NA,NA,0,80000,15923809,15923809
2012,2928703,8023,81122,248.92,19.98,12242981.84,322755.78,12823512.21,73480.93,42000,NA,NA,NA,NA,NA
2007,2903201,9752,115913,411.45,40,11844569.43,436470.98,11837953.14,606839.93,0,0,NA,NA,NA,NA
2010,2903805,3870,6593,NA,NA,690406,22400,700962,133907,0,0,NA,NA,NA,NA
2010,2905503,225,4558,NA,0,591992,0,625422,187121,0,5000,NA,NA,NA,NA
2011,2913002,1516,3455,54.46,4.46,363633,75641,360935,101221,NA,NA,NA,NA,NA,NA
2008,2919306,2846,7622,131.17,4.98,881879.31,217250.05,882801.49,72958.43,0,0,NA,NA,NA,NA
2011,2922102,4900,13697,0,NA,1217427,0,1299599,174846,NA,NA,0,0,NA,NA
2010,2924009,4047,93404,271.17,14.2,12480806,540455,13506774,544098,13357000,NA,NA,NA,NA,NA
2008,2927200,1351,21791,56.32,0,1458854.55,83664.61,1595657.33,1049589.65,0,0,NA,NA,NA,NA
2009,2928802,475,24787,18.2,NA,2216746.12,8707.52,2372324.8,653888.7,NA,NA,0,0,0,0
2011,2931905,10165,22025,277.27,78.27,2700181,473435,2718619,234272,22000,154000,NA,NA,NA,NA
2008,2932903,53332,62802,0,0,6400818.63,0,6402918.63,607437.73,109654.74,397928.39,NA,NA,NA,NA
2010,2207009,6996,21997,0,284.41,2692796.42,604808.2,2566205.1,318096.61,26759.23,26759.23,0,0,0,188889
2009,2207009,6935,21460,0,231.88,2367535.22,489560.64,2373347.33,449848.2,0,2494820.2,0,201290,0,0
2010,2208007,15548,58307,0,55.85,8318047.81,1101896.64,7985622.5,1938933.68,791657,5845474.54,0,0,0,105219.64
2006,2903904,15500,40540,1200,420,2555570,214639,2555570,371142,20698,121906,NA,NA,NA,NA
2002,2914604,3137,54414,38.4,NA,2458581.54,14488.82,2533218.82,NA,NA,NA,NA,NA,NA,NA
2004,2915601,4312,47974,129.28,0,2623595.94,54797.45,2675620.66,NA,4301000,4301000,NA,NA,NA,NA
2001,2913606,62316,161780,2248.39,NA,7892799,1921722,8388490.18,NA,NA,NA,NA,NA,NA,NA
2022,2905602,8284,NA,306.31,80.6,6515047.85,1615222.36,6430761.41,191372.56,117904.88,581431.85,0,0,0,0
2022,2907202,32500,NA,0,97,4755152.66,812234.16,4857371.42,77068.56,0,0,0,0,0,0
2022,2914604,10953,NA,399.53,34.22,25944043.67,1448027.87,25402248.47,10923049.99,2612488.46,5423918.21,0,0,0,0
2022,2916401,63969,NA,509.15,2.77,10920666.76,3103862.76,12315504.18,2596185.25,0,112836.46,0,0,0,0
2022,2917409,3414,NA,57.67,6.85,1253279.86,400043.69,1214659.63,156178.72,75628.83,410065.21,0,0,0,0
2022,2919553,70502,NA,3204.6,736.66,46310537.3,16349529.45,45005680.46,2511487.71,10516785.48,22612638.72,0,0,0,0
2022,2919702,19180,NA,0,NA,2457479.44,0,2465909.43,429774.27,0,112079.64,0,0,0,0
2022,2920601,11655,NA,453.32,659.75,7155123.96,2176895.17,7146353.74,797309.19,91201.78,672586.69,0,0,0,0
2022,2927200,1404,NA,71.31,0,5802865.52,454953.42,5950252.39,1118815.63,17008.87,660760.68,0,0,0,0
2022,2928109,14420,NA,218.67,51,9173898.28,1192418.88,9583513.03,1923416.31,0,21360,0,0,0,0
2022,2930105,49334,NA,136.12,5125.49,20094671.8,276258.16,19913336.9,4320013.3,40932218.5,45063710.1,0,0,0,0
2022,2101202,4830,NA,0,NA,11623092.11,224473.63,11364856.53,5312661.25,0,0,0,0,0,0
2022,2200400,2109,NA,69.42,10.27,5138553.53,299753.44,5580449.39,1334960.99,0,755863.12,0,0,0,0
2021,2905107,508,3142,15.08,0,1438971.06,38988.22,1435157.79,274977.07,841.99,1025186.57,0,0,0,0
2020,2905404,2274,9765,184.1,293.74,5821727.86,1149241.47,5629174.4,483492.35,33856.84,1125913.46,NA,NA,NA,NA
2020,2908408,2236,39186,65.63,0,10254798.91,137564.98,9936318.02,2983294.44,0,783551.82,NA,NA,NA,NA
2019,2909802,23800,53829,785.45,567.38,13565314.53,2954489.14,13222333.83,964513.8,82373.2,425235.27,NA,NA,NA,NA
2021,2909901,10980,14955,960.68,32.75,2989869.47,58416.36,3532577.32,436000.71,42415.8,138620.1,0,0,0,0
