"Ano_Ref","id_mun","AG001","POP_URB","AG006","AG028","FN001","FN002","FN006","FN013","FN023","FN033","FN042","FN048","FN052","FN058"
2013,2920403,6759,7468,243.78,795.88,637099.46,637099.46,659198.49,190515.94,3998.39,13563.58,NA,NA,NA,NA
2012,2920403,6759,7134,234.86,649.58,609671.52,609671.52,650726.2,149451.02,NA,NA,NA,NA,NA,NA
2014,2921450,2792,1736,89.47,69.43,275392.81,275392.81,295702.8,19240.62,33606.62,37384.31,NA,NA,NA,NA
2012,2922805,4118,2762,190.52,402.08,319437.13,319437.13,365328.75,88318.54,NA,NA,NA,NA,NA,NA
2013,2923704,20000,11923,1000,200,1020000,1020000,980000,310000,0,10000,0,0,0,0
2015,2925931,8461,3847,312.29,421.27,897304.62,897304.62,928104.92,132450.03,3202.73,8683.35,NA,NA,0,0
2015,2926103,10117,7427,0,577.42,1121399.88,1121399.88,1150826.1,501177.21,0,113.79,NA,NA,0,0
2015,2926657,407,4462,17.74,0,25030.65,25030.65,16914.93,45.1,2302.36,6242.24,NA,NA,0,0
2016,2927309,15585,6903,790.51,160.03,2731011.73,2731011.73,2790336.2,47341.65,10771.8,19117.31,NA,NA,0,0
2013,2929750,12078,11805,902.64,1025.5,2424932.09,2424932.09,2464558.86,171358.44,3708420.02,3922108.4,NA,NA,NA,NA
2013,2930766,8071,5059,305.07,466.57,701902.16,701902.16,723267.84,83309.53,30690.34,41480.95,NA,NA,NA,NA
2013,2102325,10437,37648,2368.52,1512.95,900487.96,900487.96,491226.98,429106.36,116558.67,116558.67,0,0,0,0
2013,2107209,4306,4796,1387.58,898.11,304960.22,304960.22,315481.47,310974.85,0,0,0,0,0,0
2013,2107407,2301,9764,161.3,353.41,11577.9,11577.9,8691.4,98805.61,0,0,0,0,0,0
2015,2108108,3008,11112,755.09,572.98,319461.12,319461.12,244924.39,205520.78,0,0,0,0,0,0
2015,2108405,1807,3725,262.6,144.32,221575.69,221575.69,218180.44,48582.85,0,0,0,0,0,0
2013,2109502,10102,10105,1328.56,162.44,1224718.06,1224718.06,1055474.54,58594.78,120341.79,120341.79,0,0,0,0
2014,2110708,16999,17369,1742.5,1693.23,1733800.51,1733800.51,1289541.23,521100.83,0,0,0,0,0,0
2012,2110906,3851,4032,838.7,110.8,333656.99,333656.99,323509.61,44622.72,0,0,0,0,0,0
2014,2111250,2607,3008,371.7,134.09,170346.05,170346.05,184473.43,53666.27,0,0,0,0,0,0
2012,2111706,2709,5528,483.52,167.71,184804.6,184804.6,148114.47,92214.93,0,0,0,0,0,0
2016,2112233,17935,17940,1345.76,1052.28,2402002.98,2402002.98,1957287.38,0,0,0,0,0,0,0
2014,2205201,7002,8767,461.73,397.31,852492.02,852492.02,877687.16,169699.3,0,0,NA,NA,0,0
2014,2205516,1461,1504,160.47,76.74,195905.59,195905.59,238514.16,35569.76,0,0,NA,NA,0,0
2015,2205524,2133,1659,129.98,239.93,213381.16,213381.16,203847.87,140950.91,0,0,NA,NA,0,0
2014,2206696,1719,1765,239.12,81.59,218262.81,218262.81,233091.78,41872.89,0,0,NA,NA,0,553958.49
2013,2206720,1661,1697,199.56,140.2,300741.31,300741.31,168697.22,64545.91,0,0,0,0,0,0
2013,2207751,2393,2433,186.07,50.03,313320.97,313320.97,323140.66,21547.28,0,0,0,0,0,0
2014,2207850,1737,1784,196.32,123.16,242945.3,242945.3,269227.3,54893.05,0,0,NA,NA,0,0
2014,2209807,3337,3399,290.66,156.24,423148.32,423148.32,433747.55,68396.05,0,0,NA,NA,0,0
2012,2211407,2486,2569,198.48,107.81,307528.33,307528.33,288476.63,372.69,0,0,0,0,0,0
2011,2900355,9079,5610,393.01,786.67,605535,605535,675091,182196,NA,NA,NA,NA,NA,NA
2011,2900801,14788,11100,725.82,462.23,1640957,1640957,1651433,122128,NA,NA,NA,NA,NA,NA
2007,2901502,5226,4104,241.8,NA,272535.79,272535.79,258645.67,103236.36,0,0,NA,NA,NA,NA
2007,2903953,2425,2425,145.44,4.75,167898.6,167898.6,175405.61,9554.87,0,0,NA,NA,NA,NA
2008,2904704,15812,17614,787.08,1.58,946301.38,946301.38,876658.43,61850.34,0,0,NA,NA,NA,NA
2008,2907004,5019,2945,185.31,193.46,305637.27,305637.27,244775.54,69933.08,0,0,NA,NA,NA,NA
2009,2908903,8771,8769,284.63,568.51,504143.42,504143.42,640369.41,113562.25,NA,NA,0,0,0,0
2011,2910602,28569,21085,1331.31,433.32,2365791,2365791,2362790,248614,NA,NA,NA,NA,NA,NA
2008,2912301,10378,12140,458.53,159.55,768371.79,768371.79,802956.33,40298.28,0,0,NA,NA,NA,NA
2010,2912806,5339,4532,235.52,213.9,514099,514099,557781,50636,NA,NA,NA,NA,NA,NA
2010,2912905,14776,15742,694.87,742.79,1167436,1167436,1158470,152434,NA,NA,NA,NA,NA,NA
2011,2916302,8404,8229,349.99,339.48,730008,730008,941685,64881,NA,NA,NA,NA,NA,NA
2008,2916807,15698,14900,815.04,3.6,1286279.9,1286279.9,1381856.61,3308.27,83000,83000,NA,NA,NA,NA
2011,2917300,17015,19377,861.94,378.93,1806878,1806878,1944637,110510,270000,270000,NA,NA,NA,NA
2008,2917805,7600,5685,412.3,123.16,443104.41,443104.41,500619.13,43434.51,223000,223000,NA,NA,NA,NA
2011,2918357,21604,13727,856.46,85.77,1666775,1666775,1726199,381798,NA,NA,NA,NA,NA,NA
2007,2919009,1239,1239,69.69,137.78,111318.15,111318.15,102858.16,98755.58,0,0,NA,NA,NA,NA
2008,2920007,7301,6873,350.87,128.82,592368.32,592368.32,573991.89,25969.76,0,0,NA,NA,NA,NA
2007,2921450,1595,1595,103.72,47.28,126869.2,126869.2,150365.71,19339.19,0,0,NA,NA,NA,NA
2008,2922250,1282,1123,52.99,25.79,74902.48,74902.48,80985.59,9786.28,0,0,NA,NA,NA,NA
2010,2923001,27014,33526,1137.18,926.77,2153784,2153784,2377361,232429,NA,NA,NA,NA,NA,NA
2010,2923803,9686,9533,450.34,1532.42,711876,711876,792314,478830,NA,NA,NA,NA,NA,NA
2009,2926202,7351,11102,295.57,384.73,616253.93,616253.93,614374.83,69108.34,106000,NA,0,0,0,0
2009,2927606,8572,4994,485.07,38.11,594229.93,594229.93,642732.55,118583.37,NA,NA,0,0,0,0
2007,2928000,22596,20364,1036.79,3281.84,1183978.02,1183978.02,1246569.64,278208.86,0,0,NA,NA,NA,NA
2009,2100808,6245,6437,550,273.91,248790.45,248790.45,266774.37,103895.75,0,0,NA,NA,NA,NA
2010,2101103,2833,4703,256.97,183.71,170685.89,170685.89,175784.83,62943.9,0,0,NA,NA,NA,NA
2007,2101400,58270,66263,5750.61,7073.5,3094508.37,3094508.37,3162306.26,958996.89,66059,66059,NA,NA,NA,NA
2009,2102309,14490,16621,1258,1926.7,567390.89,567390.89,693168.74,730805.57,0,0,NA,NA,NA,NA
2009,2102903,3196,14432,350.8,50.33,136065.4,136065.4,157229.87,19089.68,0,0,NA,NA,NA,NA
2009,2103604,19236,42530,1100,6.18,7871.4,7871.4,7570.44,2345,0,0,NA,NA,NA,NA
2007,2104800,57517,32018,4159.47,1483,1469045.63,1469045.63,1469045.63,466718.18,29305.95,31054.23,NA,NA,NA,NA
2007,2105450,3447,2412,313,173,71944.21,71944.21,73616.14,100731,0,0,NA,NA,NA,NA
2009,2109056,155,2825,25,73.83,43975.7,43975.7,77712.78,28005.39,0,0,NA,NA,NA,NA
2010,2109205,2322,4120,474.6,192.11,112777.58,112777.58,113243.08,37694.2,0,0,NA,NA,NA,NA
2011,2109403,57,4352,26.1,26.51,27506.76,27506.76,26273.24,25249.32,0,0,0,0,0,0
2007,2110005,24143,22236,2017,1141,612479.07,612479.07,639861.8,421687,0,0,NA,NA,NA,NA
2008,2110401,4998,10710,571.81,47.61,156475.7,156475.7,192350.89,16238.14,15095.14,22625.9,NA,NA,NA,NA
2008,2110609,6448,11504,758.43,381.7,233063.97,233063.97,286498.57,130179.35,22483.58,33700.33,NA,NA,NA,NA
2011,2111102,20156,20566,2670.82,1811.35,1466246.02,1466246.02,1550011.11,213318.46,0,0,0,0,0,0
2008,2111102,15652,19790,2629.24,446.15,789379.21,789379.21,970360.24,152159.43,76151.08,114141.81,NA,NA,NA,NA
2011,2111508,11059,28951,1254.06,854.89,515090.81,515090.81,434755.85,93238.84,0,0,0,0,0,0
2010,2112100,13570,17471,1255.8,734.16,620535.73,620535.73,602879.84,365370.48,0,0,NA,NA,NA,NA
2011,2112605,5934,17752,786.24,530.33,272630.41,272630.41,203887.93,232962.07,0,0,0,0,0,0
2009,2200251,2534,2540,148,115,197264,197264,197003.98,47446.37,0,209157.89,0,0,0,0
2011,2200905,3195,3419,166.98,93.26,318042.04,318042.04,319426.56,44260.2,0,0,NA,NA,NA,NA
2009,2201101,6538,6634,565,129.6,464965.43,464965.43,588318.5,53365.2,0,488088.18,199653,199653,0,0
2010,2201150,5520,6487,213.07,163,498008.35,498008.35,503619.39,74132.65,0,28995.36,0,0,0,0
2009,2201309,1868,1948,156,67.22,147954.25,147954.25,174060.48,31740.2,0,155641.25,0,0,0,0
2008,2201309,1888,1929,282.91,98.25,133557.73,133557.73,143592.75,45740.22,0,0,NA,NA,NA,NA
2011,2202083,1406,2729,77.08,125.6,72752.93,72752.93,45321.92,25454.57,0,0,NA,NA,NA,NA
2008,2202109,1905,1941,212,130.03,175977.54,175977.54,170808.57,64391.62,0,0,NA,NA,NA,NA
2010,2202802,2213,2363,154,254,236421.41,236421.41,245088.58,117067.26,0,0,0,0,0,0
2011,2203404,3323,3598,271.23,228.11,427315.35,427315.35,425289.04,116863.19,0,0,NA,NA,NA,NA
2009,2203909,48454,49568,3264,2142.8,5833944.31,5833944.31,6058545.78,817520.98,41865,6372829.73,0,0,620980.68,620980.68
2011,2204006,3152,3274,219.56,153.56,367151.79,367151.79,324339.12,64607.37,0,0,NA,NA,NA,NA
2010,2204709,7296,7279,530,251,805011.06,805011.06,852022.15,79446.99,0,0,0,0,0,0
2010,2206100,4185,4796,265,251,357993.23,357993.23,316322.5,119637.16,0,0,0,0,0,0
2010,2207553,537,557,30,100,47709.6,47709.6,52255.42,2988.5,0,0,0,0,0,0
2009,2207603,3970,5448,382,35.75,188878.59,188878.59,212964.35,43659.18,0,205173.64,0,0,0,0
2011,2210003,12930,13577,1547.67,508.62,1686582.8,1686582.8,1877615.16,171605.37,0,20.52,NA,NA,NA,NA
2009,2210102,1795,1900,143,42.65,214800.37,214800.37,234255.84,19547.04,0,223526.61,0,0,0,0
2007,2210359,958,1099,42,0.36,56693.75,56693.75,59681.5,0,6668.82,6668.82,NA,NA,NA,NA
2007,2211308,11664,13917,900,427.34,1032249.68,1032249.68,1108397.37,213811.85,33141.04,33141.04,NA,NA,NA,NA
2006,2904506,2244,2678,205.5,102.14,166914.58,166914.58,172365.47,37127.24,0,0,NA,NA,NA,NA
2005,2911402,2607,2543,223.14,168.8,208714.99,208714.99,215987.23,31063.95,0,0,NA,NA,NA,NA
2005,2912103,26176,18620,1448.4,463.87,958828.45,958828.45,1008558.75,93619.55,27766.56,27766.56,NA,NA,NA,NA
2006,2916807,13515,12795,753.23,4.33,877493.95,877493.95,847735.27,3265.03,0,0,NA,NA,NA,NA
2002,2917904,4453,5715,110.4,NA,79359.8,79359.8,110717.25,NA,NA,NA,NA,NA,NA,NA
2004,2919009,1353,899,49.68,267.53,50345.06,50345.06,52342.6,NA,31000,31000,NA,NA,NA,NA
2004,2925808,9493,10079,568.46,829.41,529226.9,529226.9,476521.46,NA,0,0,NA,NA,NA,NA
2003,2926608,26645,26019,1334.2,686,1081266.85,1081266.85,1131280,NA,0,0,NA,NA,NA,NA
2005,2932804,13371,11404,430.87,372,604222.88,604222.88,569630.74,59554.71,0,0,NA,NA,NA,NA
2005,2100436,12938,15160,1159.13,562.53,250194.75,250194.75,236627.73,217614.54,11093.52,14103.42,NA,NA,NA,NA
2005,2101301,2952,8189,125.38,78.17,110006.35,110006.35,153161.47,34900.28,0,0,NA,NA,NA,NA
2005,2101806,5841,2340,284.55,184.91,99537.03,99537.03,101869.15,119304.41,0,0,NA,NA,NA,NA
2006,2105708,4164,25213,429.35,713.1,165162.21,165162.21,147722.15,275300.95,21186.03,58677.02,NA,NA,NA,NA
2006,2105807,2424,2776,249.58,206.95,81532.31,81532.31,72923.03,59135.25,0,0,NA,NA,NA,NA
2006,2105906,2498,5086,143.42,121.42,66947.83,66947.83,59878.57,52111.26,0,0,NA,NA,NA,NA
2005,2106409,6548,5566,569.55,186.75,153373.68,153373.68,184093.71,73114.57,1698.02,2158.73,NA,NA,NA,NA
2004,2110807,1186,1142,68,NA,0,0,0,25225.46,0,0,NA,NA,NA,NA
2002,2200202,11279,13500,20,NA,415300.53,415300.53,466959.48,86578.65,NA,NA,NA,NA,NA,NA
2003,2200301,4294,5550,492,NA,192597,192597,239388,42807,0,0,NA,NA,NA,NA
2006,2200707,3661,3624,308,1,214249.73,214249.73,203789.29,5187.67,0,28965.42,NA,NA,NA,NA
2006,2207777,1593,1237,42,15,48302.8,48302.8,41537.63,NA,0,0,NA,NA,NA,NA
2005,2209856,2019,1211,130,10,78671.57,78671.57,74758.81,11571.22,0,0,NA,NA,NA,NA
2005,2210201,2353,1930,176,251,111570.87,111570.87,113609.02,95250.17,0,0,NA,NA,NA,NA
2002,2210409,5617,6609,23,NA,234247.93,234247.93,222191.75,31306.39,NA,NA,NA,NA,NA,NA
2001,2910503,22634,23758,960.59,NA,1996354,1996354,740988.08,NA,NA,NA,NA,NA,NA,NA
2001,2919207,113407,113287,NA,NA,6487899,6217739,7744399.56,NA,NA,NA,NA,NA,NA,NA
2022,2907400,2618,NA,147.36,73.35,547440.06,547440.06,553404.72,44671.59,29238.86,33517.28,0,0,0,0
2022,2914208,3929,NA,0,790.33,741764.78,741764.78,801919.17,409667.12,92956.4,99783.14,0,0,0,0
2022,2929354,4782,NA,249.16,159.8,1115013.08,1115013.08,1059201.86,16329.64,42044.67,57443.47,0,0,0,0
2022,2930766,7002,NA,332.48,334.62,1708192.12,1708192.12,1725698.48,211444.79,134052.83,148132.41,0,0,0,0
2022,2100808,6888,NA,671.71,234.48,1053721.94,1053721.94,804729.53,173557.82,16179.87,19576.58,0,0,0,0
2022,2101103,1936,NA,435.15,140.68,255604.77,255604.77,151711.36,98474.85,10481.71,12682.18,0,0,0,0
2022,2107100,3205,NA,803.75,425.96,608274.95,608274.95,479229.78,258393.55,19360.39,23424.8,0,0,0,0
2022,2108256,23000,NA,2500,0,0,0,0,55000,NA,NA,0,0,0,0
2022,2108900,6354,NA,775.62,518.04,0,0,0,295518.09,18682.81,22604.98,0,0,0,0
2022,2110856,3854,NA,396.84,229.94,787002.43,787002.43,342230.37,154278.71,9558.91,11565.66,0,0,0,0
2022,2111102,21519,NA,3057.6,1873.73,4810158.43,4810158.43,4409375.76,1052632.27,73650.18,89111.89,0,0,0,0
2022,2111607,11868,NA,888.66,564.92,3577.14,3577.14,825.18,296747.92,21405.67,377150.5,0,0,0,0
2022,2206209,10813,NA,939,492.39,2332823.78,2332823.78,2330078.29,410872.88,0,35851.56,0,0,0,0
2022,2207959,1140,NA,93.21,57.81,286052.81,286052.81,280968.97,66994.74,0,16595.92,0,0,0,0
2022,2206902,3920,NA,278.25,197.14,1039212.95,1039212.95,1078608.06,168626.12,0,14887.1,0,0,0,0
2019,2901353,9913,6286,2.77,0,2107010.23,2107010.23,2118003.39,9491.96,0,0,NA,NA,NA,NA
2018,2901403,10721,6505,434.75,350,1703351.53,1703351.53,1576572.88,171056.26,0,0,NA,NA,0,0
2019,2902401,10109,9691,495.81,84.56,2002715.78,2002715.78,1904436.34,87467.28,0,0,NA,NA,NA,NA
2018,2903235,8152,7299,370.33,1,1273803.18,1273803.18,1226795.88,576,0,0,NA,NA,0,0
2017,2903607,7177,3948,592.42,969.11,1142561.88,1142561.88,929355.23,3227638.14,66998.09,76932.85,NA,NA,0,0
2017,2904050,6871,7197,232.74,395.49,922297.57,922297.57,921626.73,94795.09,126109.45,144809.49,NA,NA,0,0
2019,2904704,14570,15067,618.51,446.77,2735929.22,2735929.22,2696736.74,81627.48,0,0,NA,NA,NA,NA
2017,2906204,21516,12785,961.95,3530.14,2889539.31,2889539.31,2859584.04,813669.38,16596.31,19057.28,NA,NA,0,0
2017,2906600,10751,8650,527.22,725.53,1846109.74,1846109.74,1758259.26,411836.47,0,0,NA,NA,0,0
2018,2907608,16437,8272,776.29,6,2862653.34,2862653.34,2799448.13,889084.82,0,0,NA,NA,0,0
2018,2911808,9857,9873,381.48,195,1891917.49,1891917.49,2008654.39,62013.59,0,0,NA,NA,0,0
2021,2911907,19302,18768,1288.35,617.91,4850987.61,4850987.61,5290567.65,434536.86,220970.17,572485.66,0,0,0,0
2019,2911907,24305,19047,1179.13,590.29,4598802.41,4598802.41,4984481.7,245047.14,0,0,NA,NA,NA,NA
2021,2912509,5289,5453,331.48,325.11,1470991.67,1470991.67,1459218.16,276356.1,463916.01,475392.02,0,0,0,0
2021,2915007,8535,6725,353.95,742.27,1736936.33,1736936.33,1724387.19,232226.31,157434.66,169056.33,0,0,0,0
2017,2915908,3508,2061,138.91,103.01,574300.23,574300.23,607665.52,38526.47,15960,18326.62,NA,NA,0,0
2021,2918308,6868,6869,369.22,234.41,1799258.8,1799258.8,1887352.8,99754.22,211986.18,226616.61,0,0,0,0
2020,2923902,6567,6589,320.91,24.43,1536933.26,1536933.26,1494121.67,12335.84,22784.68,42417.07,NA,NA,NA,NA
2021,2926608,37726,33876,2090.57,909.06,9598701.77,9598701.77,9752470.77,415417,472539.01,1069169.94,0,0,0,0
2021,2929354,5004,5024,258.22,268.06,998955.4,998955.4,959666.08,23055.62,1583323.41,1591084.76,0,0,0,0
2020,2932408,13204,8473,866.49,2886.49,3055012.29,3055012.29,2918449.17,1292287.02,193163.45,235406.52,NA,NA,NA,NA
2020,2932804,14046,13573,469.1,588.02,2432553.37,2432553.37,2541575.47,122509.07,2092701.93,2569202.53,NA,NA,NA,NA
2020,2933257,2717,1248,140.5,92.75,632437.63,632437.63,705159.6,44336.97,157865.68,167901.06,NA,NA,NA,NA
2021,2100477,8625,10117,782.88,557.08,1400736.65,1400736.65,1507289.85,378199.21,6057.24,11739.59,NA,NA,NA,NA
2021,2101608,34311,55430,4266.69,3401.95,5810711.65,5810711.65,3915721.27,1705986.55,46087.64,77056.41,NA,NA,NA,NA
2019,2103901,2673,5691,464.69,191.61,174095.89,174095.89,184348.85,121653.34,372752.59,372752.59,0,0,0,0
2017,2105500,17335,17338,3060.93,1762.95,2987310.27,2987310.27,2062083.93,693974.08,0,0,0,0,0,0
2021,2106300,24582,10309,1729.56,477.61,745077.48,745077.48,475730.61,296804.24,563657.11,568226.62,0,0,0,0
2019,2108207,29286,32754,6208.9,2361.13,7107780.24,7107780.24,6969500.34,1099417.28,435381.82,435381.82,0,0,0,0
2019,2110500,21912,26090,2596.03,1109.73,3616583.06,3616583.06,2620150.52,720971.65,277497.22,277497.22,0,0,0,0
2020,2111508,12709,30538,2765.53,1307.54,1660313.93,1660313.93,1154432.25,697779.34,19308.53,39194.42,0,0,0,0
2019,2111904,4112,5035,130.14,346.15,0,0,0,207161.99,8332.97,8332.97,0,0,0,0
2021,2112100,16514,18247,1646.4,749.74,2137615.37,2137615.37,1819947.24,397475.5,139665.51,152228.57,NA,NA,NA,NA
2020,2201002,2551,2450,100.38,46.19,369860.18,369860.18,402172.21,56410.95,0,2071.05,0,0,0,0
2018,2201101,8431,6826,485.71,238.46,1182530.11,1182530.11,1500661.17,138265.46,0,1095.09,0,0,0,0
2021,2201903,23197,19924,2969.57,1582.88,6559694.74,6559694.74,6894085.46,1346395.18,0,106075.28,0,0,0,0
2019,2202208,46833,34750,4583,NA,9684691.06,9684691.06,9684691.96,1153410.19,956131.5,1328811.8,0,0,0,0
2018,2202307,14050,11737,1009.53,499.43,2698119.6,2698119.6,3142513.34,303616.09,0,2017.8,0,0,0,0
2020,2202802,3644,2538,270.36,88.29,592554.97,592554.97,650529.56,192138.92,0,3573.64,0,0,0,0
2017,2203503,12341,10034,867.99,723.17,1892669.48,1892669.48,1985546.53,324567.47,0,6598.96,0,0,0,0
2017,2204105,2773,2063,115.4,107.1,401375.73,401375.73,417237.79,62204.08,0,1384.5,0,0,0,0
2018,2204204,4538,4289,256.96,127.61,592077.08,592077.08,644608.17,99274.71,0,555.84,0,0,0,0
2020,2205524,2214,1698,126.6,249.43,344288.98,344288.98,415027.6,206686.99,0,2320.37,0,0,0,0
2019,2205532,858,913,126.55,142.79,300460.01,300460.01,368104.81,130912.8,0,38.2,0,0,0,0
2021,2206506,4356,3671,267.17,322.07,725601.09,725601.09,778290.23,306770.18,0,11975.1,0,0,0,0
2018,2206506,4190,3644,263.6,292.21,595236.75,595236.75,633799.07,223258.3,0,582.23,0,0,0,0
2019,2206902,4431,3314,316.93,202.06,828661.7,828661.7,908630.05,168730.29,0,143.29,0,0,0,0
2021,2208650,2857,1222,109.5,45.25,0,0,0,7324.92,NA,NA,20610.09,23549.09,0,0
2020,2209377,5187,3730,315.67,222.45,925315.69,925315.69,953883.09,119179.05,0,5189.26,0,0,0,0
2020,2210201,2885,1961,212.21,274.69,456678.17,456678.17,474671.28,171403.19,0,2991.89,0,0,0,0
2015,2902500,3918,3569,179.13,133.14,652590.52,652590.52,738016.68,53505.59,153.01,414.84,NA,NA,0,0
2015,2903102,4145,3873,175.94,90.2,624980.84,624980.84,766884.65,34440.67,100,113.79,NA,NA,0,0
2012,2904001,5158,4674,183.84,79.29,510650.94,510650.94,520801.11,15719.52,NA,NA,NA,NA,NA,NA
2016,2905305,12175,11611,570.5,1686.61,1450847.28,1450847.28,1452652.02,416772.1,17902.42,44464.57,NA,NA,0,0
2015,2908903,10209,9713,174.13,532.35,949356.26,949356.26,964694.39,147231.74,962.23,2608.83,NA,NA,0,0
2016,2911006,8556,7769,720.55,368.62,1137893.62,1137893.62,1011879.74,89105.48,11463.1,14152.08,NA,NA,0,0
2016,2912004,7629,4835,393.26,215.14,1182909.22,1182909.22,1151532.17,54528.88,45388.19,54891.64,NA,NA,25158.39,25158.39
2012,2912509,7805,5196,265.23,NA,675850.41,675850.41,691762.73,128693.03,NA,NA,NA,NA,NA,NA
2014,2912905,14801,15248,577.98,731.25,1787892.68,1787892.68,1915775.73,145038.5,89777.55,99869.36,NA,NA,NA,NA
2012,2913705,21984,16072,1056.14,1204.25,3295931.24,3295931.24,2032643.48,565802.18,NA,NA,NA,NA,NA,NA
2015,2915106,11077,10451,463.18,81.46,1261961.15,1261961.15,1305316.58,25680.46,921.09,2497.3,NA,NA,0,0
2015,2917409,4227,5557,157.08,192.63,515908.77,515908.77,521793.49,73105.07,382.28,1036.44,NA,NA,0,0
2016,2918357,22099,15303,1053.92,3025.11,2977065.22,2977065.22,2965915.67,736392.9,19679.75,33537.13,NA,NA,0,0
2014,2918902,3997,2223,202.13,222.92,674423.29,674423.29,668855.02,47132.7,12151.77,13517.74,NA,NA,NA,NA
2016,2920205,9468,7164,414.58,148.83,1450849.52,1450849.52,1524815.16,55832.3,2816.35,6995.01,NA,NA,0,0
2015,2920809,7619,5540,264.02,243.56,896721.03,896721.03,931079.39,73130.69,59907.72,195065.48,NA,NA,236709.81,236709.81
2015,2922102,17951,15104,684.78,1058.89,1734000.79,1734000.79,1773620.81,264851.67,607.5,1647.07,NA,NA,0,0
2015,2922854,6497,6173,248.22,562.62,704792.29,704792.29,644417.2,104926.03,623.47,1690.38,NA,NA,0,0
2015,2924058,8829,5445,293.14,262.02,932732.92,932732.92,939006.01,78411.69,0,47846.63,NA,NA,346975.5,346975.5
2013,2924900,4180,3926,123.43,187.7,336822.98,336822.98,337075.04,57346.99,297108.25,312423.31,NA,NA,NA,NA
2015,2925600,14712,9690,784.53,2321,1874962.8,1874962.8,1897432.72,621620.2,262.29,711.13,NA,NA,0,0
2014,2928950,9020,6315,323.76,163.27,1094100.59,1094100.59,1167256.62,79193.03,27361.67,30437.37,NA,NA,NA,NA
2013,2931509,18186,7125,1374.23,3717.64,1493627.89,1493627.89,1538443.89,548905.61,35351.8,61444.69,NA,NA,NA,NA
2015,2931707,8814,12156,332.75,303.78,1069264.7,1069264.7,1031752.3,101016.49,0,113.79,NA,NA,0,0
2016,2932457,9800,8545,294.26,1410.14,915580.98,915580.98,1006615.08,330543.41,3990.8,9912.23,NA,NA,0,0
2012,2933158,10893,8446,360.91,497.24,921877.24,921877.24,886627.92,117675.63,NA,NA,NA,NA,NA,NA
2015,2100436,16382,20752,1914.86,887.89,1667690.76,1667690.76,1507151.18,379792.2,0,0,0,0,0,0
2012,2100600,4724,15408,567.3,187.55,567117.25,567117.25,513398.94,79465.11,0,0,0,0,0,0
2016,2100808,7093,7966,799.24,236.78,777917.61,777917.61,634653.65,126671.92,0,0,0,0,0,0
2015,2101509,10902,10642,1177,741.94,869084.26,869084.26,839928.72,290975.45,0,0,0,0,0,0
2016,2101806,5524,2841,843.37,244.79,566186.13,566186.13,482966.34,0,0,0,0,0,0,0
2012,2103208,31656,54192,1756.61,1353.04,2954765.94,2954765.94,2704423.34,528564.35,0,0,0,0,0,0
2013,2103257,5756,6232,647.61,136.12,521177.86,521177.86,400276.94,145960.28,64669.96,64669.96,0,0,0,0
2012,2104206,9206,9552,1152.04,861.74,829056.87,829056.87,689359.36,228405.65,0,0,0,0,0,0
2016,2105450,2837,4398,545.05,282.1,288715.39,288715.39,260086.11,141640.83,0,0,0,0,0,0
2012,2105708,4955,30838,512.16,559.29,417624.23,417624.23,400877.74,169691.14,0,0,0,0,0,0
2014,2106003,6902,6905,859.1,471.24,766161.44,766161.44,763729.77,167684.39,0,31853.98,0,0,0,0
2012,2106375,5097,9314,462.52,250.58,20949.54,20949.54,15719.53,59788.62,0,0,0,0,0,0
2014,2108009,18848,12839,855,NA,793646.45,793646.45,793646.45,353312.52,30000,98000,0,0,0,0
2013,2108504,13589,22931,1339.35,732.23,1108987.78,1108987.78,846159.32,219688.35,182131.71,182131.71,0,0,0,0
2016,2108603,23466,48724,3652.42,1404.9,3663751.02,3663751.02,2719034.28,1129621.47,0,0,0,0,0,0
2015,2108603,22888,48435,3640.6,1406.48,2992814.14,2992814.14,2584218.02,379899.16,0,0,0,0,0,0
2014,2109106,28317,33172,2547.89,1709.34,2800431.89,2800431.89,2759174.94,549082.11,0,207195.4,0,0,0,0
2016,2109700,2345,2874,253.28,147.78,0,0,0,70904.58,0,0,0,0,0,0
2015,2111052,5550,5342,650,NA,378100,378000,403157.21,73000,10000,15400,14000,20534,6000,NA
2016,2111607,13302,13303,979.62,189.87,1745174.93,1745174.93,1625182.89,0,0,0,0,0,0,0
2014,2112803,20735,27720,1681.61,827.13,719403.55,719403.55,719403.55,225804.54,0,0,0,0,0,0
2014,2200301,4376,6872,280.93,185.62,564956.47,564956.47,657528.69,82371,0,0,NA,NA,0,0
2015,2201002,1680,2424,104.65,35.45,125509.88,125509.88,258395.27,21130.8,318067.81,318067.81,NA,NA,0,0
2014,2201101,6747,6910,633.84,293.14,650120.06,650120.06,703338.15,81236.69,0,0,NA,NA,0,0
2013,2203404,3557,3650,332.12,248.47,516195.18,516195.18,570031.93,119083.65,0,0,0,0,0,0
2015,2204105,2668,2085,126.45,90.83,343766.43,343766.43,353844.92,53065.97,0,0,NA,NA,0,0
2016,2205201,9245,8834,474.33,380.35,1108133.36,1108133.36,1141828.24,207547.8,0,0,0,0,0,0
2013,2205201,8479,8728,620.5,397.77,901742,901742,999047.93,166644.68,0,0,0,0,0,0
2015,2205300,3095,2470,167.48,248.04,331133,331133,413793.01,131829.86,0,0,NA,NA,0,0
2014,2205607,3694,3935,438.96,230.23,597856.29,597856.29,597543.49,101911.51,0,0,NA,NA,0,0
