"Ano_Ref","id_mun","AG001","POP_URB","AG006","AG028","FN001","FN002","FN006","FN013","FN023","FN033","FN042","FN048","FN052","FN058"
2017,2902658,5811,4710,263.37,195.05,886498.16,886498.16,870235.19,252602.01,0,0,NA,NA,0,0
2019,2903276,15327,6412,1207.82,2726.01,2092599.74,2092599.74,2197021.35,618544.79,0,0,NA,NA,NA,NA
2017,2903805,13174,7147,562.48,1031.58,1965146.39,1965146.39,1929186.23,316317.2,70752.55,81244.04,NA,NA,0,0
2017,2904209,6047,3982,305.96,17.81,1240791.26,1240791.26,1239404.88,32162.68,65972.96,75755.71,NA,NA,0,0
2019,2906709,21401,17401,849.12,971.82,3614595.27,3614595.27,3619190.39,311334.72,44056.95,46292.46,NA,NA,NA,NA
2019,2910206,4058,1845,223.71,0,697773.51,697773.51,681753.64,60682.14,0,0,NA,NA,NA,NA
2019,2910602,27807,23637,825.53,506.74,5291157.22,5291157.22,4914363.57,262385.09,307434.45,307434.45,NA,NA,NA,NA
2020,2915007,8570,6702,336.63,864.92,1676457.69,1676457.69,1654185.57,194640.17,56331.69,79486.41,NA,NA,NA,NA
2018,2916609,8221,7681,282.8,109,1414325.01,1414325.01,1324036.33,37430.11,0,0,NA,NA,0,0
2017,2921807,7208,5912,255.53,221.91,1117243.77,1117243.77,1109799.17,69726.93,5387.55,6186.44,NA,NA,0,0
2021,2922052,7218,5059,425.17,801.21,1373926.03,1373926.03,1433453.56,778705.83,130850.35,140793.21,0,0,0,0
2019,2922201,3901,3443,186.14,88.87,744676.89,744676.89,703277,43700.15,0,0,NA,NA,NA,NA
2018,2922508,24191,23851,1063.67,586,4501770.71,4501770.71,4647293.29,169199.41,0,0,NA,NA,0,0
2019,2923407,10720,10293,515.58,2963.87,2157079.28,2157079.28,2133374.99,1530293.81,0,0,NA,NA,NA,NA
2021,2925402,5777,4459,518.01,301.51,1857402.44,1857402.44,1802175.91,128618.1,338968.1,355957.97,0,0,0,0
2018,2925402,7117,5082,508.01,315,1617463.39,1617463.39,1547382.23,97004.38,84449.2,84449.2,NA,NA,0,0
2020,2925931,8562,3434,362.64,258.75,1487582.53,1487582.53,1353847.58,282062.06,82927.75,107593.37,NA,NA,NA,NA
2020,2929107,9865,10195,402.25,567.24,2275401.4,2275401.4,2392702.85,170764.47,50185.78,78125.02,NA,NA,NA,NA
2021,2930808,8701,6502,430.79,807.28,1534980.7,1534980.7,1573896.88,316857.21,387696.76,396853.22,0,0,0,0
2017,2930808,9185,6648,402.43,686.73,1240146.91,1240146.91,1237678.74,12150.85,36343.67,41732.86,NA,NA,0,0
2021,2933406,6737,6741,240.67,584.04,1344162.2,1344162.2,1330194.64,119091.88,37034.8,45397.95,0,0,0,0
2017,2101806,5184,2843,1184.26,257.09,597229.52,597229.52,595688.41,139289.67,0,0,0,0,0,0
2021,2102309,12213,17827,1866.19,546.29,2219184.73,2219184.73,1802110.88,377376.81,14438.93,27984.23,NA,NA,NA,NA
2020,2103257,5953,6520,949.55,246.85,1128082.48,1128082.48,1209928.98,148819.37,14530.62,21358.48,0,0,0,0
2017,2103505,17096,26518,1721.94,1521.26,2772496.83,2772496.83,1979557.48,693022.04,33823.63,33823.63,0,0,0,0
2018,2103554,4589,7647,1032.31,355.71,0,0,10646.83,283891.23,0,0,0,0,0,0
2018,2105708,5021,32542,421.42,345.43,678105.59,678105.59,656755.02,257705.94,0,0,0,0,0,0
2020,2105906,2599,5348,304.17,243.18,337440.95,337440.95,225107.93,153720.03,2123.67,4310.84,0,0,0,0
2017,2106409,6334,7883,838.39,267.35,707002.78,707002.78,682765.01,144328.05,0,0,0,0,0,0
2019,2107100,3085,7344,777.63,395.99,641753.31,641753.31,555343.79,215258.15,49792.27,49792.27,0,0,0,0
2019,2107209,4782,5148,696.75,887.44,573562.86,573562.86,442095.16,427798.66,44613.46,44613.46,0,0,0,0
2017,2108009,17270,13127,1200,NA,1090369.01,1090369.01,1090369.01,457479,0,0,0,0,0,0
2018,2108702,12274,12220,951.81,382.96,1370087.68,1370087.68,1369609.17,340317.72,0,0,0,0,0,0
2020,2108900,6354,7480,591.05,371.09,0,0,434.93,178064.7,4126.63,8376.65,0,0,0,0
2019,2109106,32562,34198,3716.38,1772.55,1615341.97,1615341.97,1274053.75,1039426.33,274884.03,274884.03,0,0,0,0
2018,2110203,14707,17237,1516.95,497.71,198.36,198.36,603.04,516840.62,0,0,0,0,0,0
2019,2111706,3078,5791,468.91,166.82,403061.9,403061.9,259469.06,119846.34,141850.82,141850.82,0,0,0,0
2019,2201200,21760,23219,1308.64,575.9,3977233.14,3977233.14,4412676.32,396496.21,0,811021.9,0,0,0,0
2017,2201572,2893,1710,126.29,52.62,274137.83,274137.83,268910.29,28042.19,0,950.27,45000,45000,0,0
2021,2201929,1020,1728,61.9,68.58,179488.64,179488.64,178365.83,63554.05,0,2744.41,0,0,0,0
2021,2202737,3513,1245,1200,155,0,0,0,36000,NA,NA,32000,32000,NA,NA
2017,2203008,2185,3066,145.8,123.18,262712.14,262712.14,232099.35,74500.41,0,911.98,0,0,0,0
2021,2204006,4162,3344,281.84,268.79,797870.07,797870.07,702920.1,208206.74,85000,95815.43,0,0,0,0
2018,2204105,2741,2104,112.6,65.95,407300.38,407300.38,475990.76,50330.43,0,386.45,0,0,0,0
2020,2204808,6422,6061,431.76,354.88,934141.74,934141.74,1007454.95,285055.07,0,5990.42,0,0,0,0
2018,2207959,979,734,70.47,74.7,194750.39,194750.39,182820.74,57951.98,0,134.92,0,0,0,0
2019,2207207,4738,2427,256.87,202.94,700815.93,700815.93,769429.33,169348.68,0,160.52,0,0,0,0
2017,2210359,1812,1132,91.06,38.67,250862.78,250862.78,250783.98,23824.62,0,872.33,0,0,0,0
2021,2210904,2068,1643,263.49,39.27,283930.41,283930.41,374528.34,37842.76,0,5762.65,0,0,0,0
2020,2211209,21172,16664,1896.84,1178.03,4372893.14,4372893.14,4350128.83,970478.48,0,22738.33,0,0,0,0
2020,2211407,3068,2611,226.85,128.89,503292.18,503292.18,537054.29,96043.17,0,3254.51,0,0,0,0
2017,2211704,1806,1196,108.41,77.87,219352.8,219352.8,229722.3,52080.36,0,762.82,0,0,0,0
2014,2900900,5986,4982,248.23,23.05,696940.37,696940.37,739906.95,3648.29,17816.91,19819.69,NA,NA,NA,NA
2015,2902609,12765,8811,646.74,996.69,1640852.03,1640852.03,1705085.81,311340.83,202443.56,791231.22,NA,NA,0,842142.81
2013,2903102,4029,3775,180.41,88.52,503517.11,503517.11,513333.46,25403.67,16251.48,22440.7,NA,NA,NA,NA
2015,2903276,11441,6329,0,594.64,1052877.68,1052877.68,1067544.79,610174.98,170547.84,327984.31,NA,NA,0,0
2015,2903607,7002,3745,733.64,1305.98,811625.16,811625.16,733613.56,300872.56,100,227.58,NA,NA,0,0
2015,2904506,4033,3221,143.5,124.51,515626.74,515626.74,517135.42,37415.44,242.97,658.75,NA,NA,0,0
2016,2905503,8416,4978,673.74,534.79,1264949.13,1264949.13,1232823.19,208618.35,11764.19,15581.75,NA,NA,0,0
2016,2906709,16650,18486,741.97,561.28,2342804.12,2342804.12,2261627.25,140857.3,8920104.87,13059661.82,NA,NA,6636696.49,6636696.49
2015,2906824,11000,9497,535.83,445.91,1336590.83,1336590.83,1443150,141548.99,33982.13,92133.64,NA,NA,0,0
2013,2907558,5477,2620,248.01,243.84,535013.62,535013.62,541455.43,1019.48,2338.22,8075.36,NA,NA,NA,NA
2016,2909109,14954,6419,1578,670,969137.1,969137.1,969137.1,250252,0,0,0,0,0,0
2014,2909802,54831,54273,1668.34,2514.8,6824224.24,6824224.24,7007602.56,631493.54,4668709.76,14225254.11,NA,NA,NA,NA
2013,2911204,22404,26878,1288.88,1388.89,2705842.06,2705842.06,2743316.37,251525.92,38730.13,72068.49,NA,NA,NA,NA
2014,2911253,3299,2631,119.63,21.04,399141.98,399141.98,421679.79,1176.48,478517.14,532306.78,NA,NA,NA,NA
2015,2911600,11441,7959,982.95,821.39,1245722.88,1245722.88,1312014.12,230576.76,64686,437166.77,NA,NA,367800.54,367800.54
2012,2911600,10662,7457,409.91,653.65,941888.48,941888.48,944504.15,41232.86,NA,NA,NA,NA,NA,NA
2014,2915700,5328,6305,228.81,532.22,542803.76,542803.76,489925.1,60322.24,19994.85,22242.45,NA,NA,NA,NA
2014,2919108,6068,2084,95.59,542.58,613708.68,613708.68,667354.46,142591.44,357410.53,397586.69,NA,NA,NA,NA
2014,2919157,26474,10750,1240.45,3816.81,2769267.62,2769267.62,2842214.43,760216.36,74334.83,82690.73,NA,NA,NA,NA
2014,2920700,3661,3933,142.42,108.58,417388.71,417388.71,441413.99,20860,13079.84,14550.13,NA,NA,NA,NA
2012,2920809,7967,5285,251.71,229.62,693668.47,693668.47,701660.78,60896.67,NA,NA,NA,NA,NA,NA
2012,2921500,18790,8792,832.73,2113.09,1722158.84,1722158.84,1637860.78,1685.68,NA,NA,NA,NA,NA,NA
2016,2926509,1723,2060,92.1,36.49,310075.28,310075.28,291220.48,13329.83,665.18,1652.11,NA,NA,0,0
2014,2928000,29735,22548,1000.89,1724.7,3070700.17,3070700.17,3105082.86,407597.15,40166.14,44681.18,NA,NA,NA,NA
2013,2929057,12530,12530,822.73,596.86,1668677.09,1668677.09,1668677.09,123717.79,173689.23,173689.23,0,0,0,0
2012,2100055,38760,80023,5497.64,2562.82,4178068.96,4178068.96,3749949.99,735130.19,250,250,0,0,0,0
2012,2100204,5844,6327,1323.22,605.83,601623.74,601623.74,568677.7,379766.05,0,0,0,0,0,0
2012,2100436,15578,19947,1343.13,461.14,932335.29,932335.29,846329.27,251549.15,422407.76,422407.76,0,0,0,0
2016,2102309,15553,17414,2170.76,647.9,1681552.9,1681552.9,1475884.77,0,0,0,0,0,0,0
2014,2103604,48610,44293,7948,2811.9,4250109.14,4250109.14,3812271.79,1450929.16,122639.16,867806.5,0,0,0,0
2013,2104701,2915,2917,476.9,376.57,364662.1,364662.1,354990.08,155150.21,0,0,0,0,0,0
2016,2107001,4875,4877,309.41,530.4,1018331.55,1018331.55,452492.85,286199.54,216286.28,216286.28,0,0,0,0
2012,2107209,4063,4664,1590.56,917.09,264056.21,264056.21,246052.2,269000.5,10849.43,10849.43,0,0,0,0
2015,2108009,18999,12942,855,NA,905591.51,905591.51,856700.94,475901.98,15000,47000,0,0,0,0
2014,2108405,1743,3717,259.18,143.32,204368.47,204368.47,163741.8,64978.74,0,17823.16,0,0,0,0
2012,2108454,7680,7966,727.26,410.3,421523.16,421523.16,377863.07,141777.76,0,0,0,0,0,0
2015,2108900,6357,7555,658.33,350.61,6041.36,6041.36,6041.36,139804.49,0,39674.62,0,0,0,0
2012,2108900,24,8147,951.55,803.79,415539.51,415539.51,333364.67,229594.94,0,0,0,0,0,0
2013,2110005,22620,26277,2347.11,1472,1435235.73,1435235.73,1182777.1,531351.83,8298.02,8298.02,0,0,0,0
2015,2110500,21473,25994,2206.74,1122.19,2267486.79,2267486.79,1832016.29,361131.06,0,0,0,0,0,0
2016,2110856,3910,5483,478.98,103.83,677628.32,677628.32,371834.08,138495.07,0,0,0,0,0,0
2014,2111078,17953,6923,1275,710,436802,436802,587042,89785,NA,NA,567915.43,567915.43,0,1050000
2012,2200251,2631,2695,326.46,252.11,276562.28,276562.28,297699.52,55352.77,0,0,0,0,0,0
2014,2201903,14391,18762,2382.12,1522,3137445.86,3137445.86,3342176.2,537077.08,0,0,NA,NA,0,0
2013,2201903,17915,18555,1813.32,1495.66,3003597.69,3003597.69,3063868,514862.96,0,141395.76,0,0,0,0
2014,2202059,1649,1715,298.9,277.7,237017.31,237017.31,292326.25,96958.17,0,0,NA,NA,0,0
2012,2202083,460,2759,77.2,58.49,66553.14,66553.14,67681.81,30017.2,0,0,0,0,0,0
2016,2202251,2010,1728,140.55,89.15,282981.25,282981.25,329491.94,50245.01,0,0,0,0,0,0
2016,2202406,5280,6493,448.46,170.42,719635.99,719635.99,709617.96,96300.27,0,0,0,0,0,0
2016,2202703,7930,12598,555.02,123.38,945421.29,945421.29,1005236.16,69304.1,255108.07,255108.07,0,0,0,0
2014,2203008,2643,3035,192.89,139.27,277053.97,277053.97,303167.53,59014.01,0,0,NA,NA,0,0
2015,2203800,2504,2000,153.08,193.7,316075.67,316075.67,349740.45,77435.8,0,0,NA,NA,0,0
2013,2203800,1910,2001,180.68,176.25,300524.33,300524.33,332046.78,64381.83,0,0,0,0,0,0
2013,2205250,1174,1205,88.7,35.22,162320.53,162320.53,159765.2,15530.17,0,0,0,0,0,0
2015,2205904,3971,3347,286.77,172.55,478009.87,478009.87,422499.37,101005.64,0,0,NA,NA,0,0
2013,2207306,2253,2387,296.27,228.25,346521.93,346521.93,346109.62,99348.36,0,0,0,0,0,0
2013,2208304,19302,19684,1109.29,781.65,2512085.12,2512085.12,2675680.71,176821.65,498695.8,605229.76,0,0,0,0
2013,2210052,2586,2752,299.47,116.45,274010.76,274010.76,303796.6,50535.26,0,0,0,0,0,0
2016,2210607,26765,22344,2335.77,2256.97,4007947.32,4007947.32,4795076.31,1118457.39,0,0,0,0,0,0
2011,2900207,6706,9196,269.14,114.6,497328,497328,476490,40982,NA,NA,NA,NA,NA,NA
2010,2900405,6977,5777,344.8,220.05,529164,529164,609893,73283,NA,NA,NA,NA,NA,NA
2008,2901700,3646,2677,132.81,319,216796.54,216796.54,270236.88,92255.71,0,0,NA,NA,NA,NA
2008,2902203,4954,4621,222.71,281.91,344314.38,344314.38,333397.84,64242.69,0,0,NA,NA,NA,NA
2008,2902252,5477,5115,262.19,133.56,343822.05,343822.05,382219.91,28342.62,0,0,NA,NA,NA,NA
2011,2904308,13935,4909,585.47,79.83,1002275,1002275,976394,253202,NA,NA,NA,NA,NA,NA
2007,2906857,5901,5901,409.74,722.03,484886.99,484886.99,608358.5,111434.06,0,0,NA,NA,NA,NA
2007,2909000,2543,2543,84.36,1.1,183013.99,183013.99,177435.07,1177.91,0,0,NA,NA,NA,NA
2010,2909604,7931,8612,329.34,250.27,649867,649867,717165,67057,NA,NA,NA,NA,NA,NA
2010,2910008,5347,5090,222.62,141.08,407905,407905,364587,26490,NA,NA,NA,NA,NA,NA
2009,2910909,3701,4615,176.43,1.57,286681.54,286681.54,298896.97,1357.54,NA,NA,0,0,0,0
2010,2911600,8299,7417,400.86,210.94,653719,653719,769998,144098,NA,NA,NA,NA,NA,NA
2011,2912004,8174,4598,355.46,132.51,771391,771391,721539,29005,NA,NA,NA,NA,NA,NA
2011,2913804,8690,2610,382.21,659.95,717487,717487,737759,261458,NA,NA,NA,NA,NA,NA
2010,2913804,7622,2637,386.15,70.05,589469,589469,560578,156811,NA,NA,NA,NA,NA,NA
2010,2914505,9843,11246,441.19,423.51,829776,829776,933145,138656,NA,NA,NA,NA,NA,NA
2010,2914653,20384,21384,868.35,1016.87,1428351,1428351,1360416,198194,NA,NA,NA,NA,NA,NA
2007,2915908,2213,2213,92.67,31.35,142892.02,142892.02,157790.9,13109.36,0,0,NA,NA,NA,NA
2008,2916856,12867,10101,560.34,0.88,875986.66,875986.66,880638.07,118608.45,0,0,NA,NA,NA,NA
2007,2917904,4554,6156,237.02,315.79,209035.78,209035.78,214418.51,98317.15,0,0,NA,NA,NA,NA
2008,2922706,8394,9003,375.39,172.51,445911.86,445911.86,438138.24,36977.56,0,0,NA,NA,NA,NA
2007,2923100,12376,12376,654.38,384.91,702614.67,702614.67,768089.51,83823.02,0,0,NA,NA,NA,NA
2008,2923506,4636,4285,260.3,216.48,296826.64,296826.64,300764.27,63500.17,243000,693000,NA,NA,NA,NA
2008,2927507,11363,8356,802.87,15.72,786953.78,786953.78,860294.99,116451.11,0,0,NA,NA,NA,NA
2011,2928307,4639,1690,286.44,0,348134,348134,408369,102150,NA,NA,NA,NA,NA,NA
2009,2928950,8676,4963,298.4,200.26,536494.37,536494.37,571216.58,23817.44,NA,NA,0,0,0,0
2008,2929255,16028,10497,698.42,14.43,808826.6,808826.6,782797.95,276782.12,0,0,NA,NA,NA,NA
2010,2929503,26805,33112,1341.95,1419.93,2449758,2449758,2705374,502360,117000,NA,NA,NA,NA,NA
2007,2929701,5123,3913,342.14,225.69,418595.84,418595.84,392133.84,72345.1,0,0,NA,NA,NA,NA
2011,2930907,11343,3932,496.3,357.94,371662,371662,384469,120222.24,NA,NA,0,0,0,0
2011,2931103,7099,5721,447.92,143.08,622941,622941,673732,235027,NA,NA,NA,NA,NA,NA
2008,2931400,6964,6694,340.62,274.26,428704.52,428704.52,463670.1,117029.88,43000,43000,NA,NA,NA,NA
2009,2931509,13885,6317,836.82,65,663864.68,663864.68,705806.91,419344.01,NA,NA,0,0,0,0
2009,2931707,8948,11104,343.85,426.26,551814.81,551814.81,548528.16,115797.27,NA,NA,0,0,0,0
2007,2102036,11421,11250,1106,675.7,309189.98,309189.98,260788.81,190291,0,0,NA,NA,NA,NA
2010,2102705,9165,12959,610.56,1449.78,1235599.25,1235599.25,568052.76,1014263.73,0,0,NA,NA,NA,NA
2007,2103208,35055,44819,2227,1321,1324040.75,1324040.75,1231124.46,364566,0,539,NA,NA,NA,NA
2011,2103406,6223,39018,1548.37,459.85,344674.93,344674.93,334604.15,40696.06,0,0,0,0,0,0
2009,2105005,2587,8104,220,155.75,116370.34,116370.34,119537.29,59077.59,0,0,NA,NA,NA,NA
2009,2105104,3268,5978,273,409.67,109589.45,109589.45,73148.94,155391.62,0,0,NA,NA,NA,NA
2011,2105906,1671,5087,133.2,161.86,54492.76,54492.76,55677.5,85934.87,0,0,0,0,0,0
2007,2108504,24750,22063,1284,785,639735.58,639735.58,637862.41,295379,0,0,NA,NA,NA,NA
2009,2109205,2344,4302,200,520.58,50780.75,50780.75,74001.97,197460.49,8717.86,8717.86,NA,NA,NA,NA
2011,2109700,2215,2845,323.52,135.64,92752.88,92752.88,33857.99,39628.67,0,0,0,0,0,0
2011,2110401,5629,11114,1006.56,426.71,195176.51,195176.51,206370.72,283521.79,0,0,0,0,0,0
2008,2110500,12109,22386,1374.37,839.28,485545.38,485545.38,596866.4,286238.71,46840.36,70208.37,NA,NA,NA,NA
2007,2112605,7650,14427,697,361,223937.18,223937.18,119220.38,238868,0,0,NA,NA,NA,NA
2007,2202026,6700,2124,750,158,0,0,0,23662.26,8600,8600,NA,NA,NA,NA
2008,2202604,10862,11619,695.32,264.29,808785.89,808785.89,885216.36,126546.48,11463,11463,NA,NA,NA,NA
2008,2203909,46699,49339,3660.24,2819,5267617.8,5267617.8,5558261.67,824157.7,75424.28,91422.84,NA,NA,NA,NA
2007,2204808,4613,5422,414,225.26,268103.42,268103.42,283725.22,139081.81,176876.52,176876.52,NA,NA,NA,NA
2011,2205524,1431,1628,160.16,30.02,112148.01,112148.01,97637.29,14359.68,0,0,NA,NA,NA,NA
2009,2205805,12412,13717,1132,195.58,956651.13,956651.13,1113602.04,193273.39,0,1004671.01,0,0,0,0
2008,2206209,6293,10717,638,51.92,465529.78,465529.78,410125.26,238835.27,0,0,NA,NA,NA,NA
2011,2206902,3150,3270,365,130.98,406981.51,406981.51,413828.39,63785.39,0,0,NA,NA,NA,NA
2011,2207207,2236,2358,356,117.57,334505.25,334505.25,392397.7,56369.65,0,0,NA,NA,NA,NA
2009,2207207,2620,2834,275,317.95,276376.94,276376.94,279598.37,45124.75,28389.18,322225.6,0,0,0,0
2009,2207405,1417,1626,118,136.93,111102.31,111102.31,105412.86,36642.32,0,115734.51,0,0,0,0
2008,2207504,7705,5240,591,325.73,475648.55,475648.55,449350.92,148033.5,10185,10185,NA,NA,NA,NA
2010,2208502,6198,7503,347,230,497279.31,497279.31,508503.4,92916.75,0,0,0,0,0,0
2009,2209807,3170,3283,270,115.99,268814.47,268814.47,307920.11,72852.87,0,281989.47,0,0,0,0
2009,2210409,5823,7267,313,50.09,537895.36,537895.36,490489.99,59419.39,1250,561025.55,0,0,0,0
2005,2900801,8036,8500,470.1,364.34,634765.61,634765.61,685838.28,76621.92,0,0,NA,NA,NA,NA
2005,2901403,5466,5688,292.8,270.4,129630.02,129630.02,145815.1,44469.45,384000,384000,NA,NA,NA,NA
2002,2904407,2007,1722,104.9,NA,86377.9,86377.9,77910.29,NA,NA,NA,NA,NA,NA,NA
2006,2905503,4367,2915,90.99,553.59,231780.96,231780.96,287072.52,32311.7,0,0,NA,NA,NA,NA
2004,2906824,6502,7011,270.27,240.94,301571.34,301571.34,330320.59,NA,0,0,NA,NA,NA,NA
2003,2911402,2507,2452,187.8,128,140238.4,140238.4,145829,NA,0,0,NA,NA,NA,NA
2006,2915908,2291,2035,105.36,31.24,128396.81,128396.81,172606.12,11002.73,0,0,NA,NA,NA,NA
2006,2917607,41815,39123,1670.89,2160.19,1980191.93,1980191.93,2036819.25,407347.13,0,1010000,NA,NA,NA,NA
2005,2920007,6144,4982,312.43,141.46,386900.61,386900.61,362627.37,21992.35,0,0,NA,NA,NA,NA
2004,2920007,5777,5023,293.55,217,339810.89,339810.89,314989.31,NA,0,0,NA,NA,NA,NA
2006,2924108,1484,1449,65.14,50.75,73729.09,73729.09,62022.42,41459.69,0,0,NA,NA,NA,NA
2004,2926608,31557,26442,1551.15,778.83,1320565.25,1320565.25,1395948.94,NA,7621,7621,NA,NA,NA,NA
2002,2926905,3226,4303,160,NA,138897.34,138897.34,139019.51,NA,NA,NA,NA,NA,NA,NA
2003,2928901,6634,7132,331.9,171,305742.51,305742.51,340090,NA,0,0,NA,NA,NA,NA
2002,2931053,5855,5464,116.4,NA,88338.92,88338.92,122661.8,NA,NA,NA,NA,NA,NA,NA
2002,2100303,5051,7318,570.2,NA,128904,128904,85368,2988,1100,1100,NA,NA,NA,NA
2006,2101608,44719,43606,4175.39,2838.26,1342212.87,1342212.87,1200483.92,761616.75,2507.76,6945.52,NA,NA,NA,NA
2004,2104602,6301,4494,1174,247,114648.87,114648.87,114718.8,86415.63,0,0,NA,NA,NA,NA
2004,2104909,8240,5319,483,NA,281688.16,281688.16,216621.38,73786.89,0,0,NA,NA,NA,NA
2004,2108504,23211,22011,1086,634,523185.16,523185.16,568139.23,210197.1,23571.75,23571.75,NA,NA,NA,NA
2004,2110302,8614,5304,893,375,213614.22,213614.22,191960.67,87537.91,0,0,NA,NA,NA,NA
2003,2111508,10328,27018,1007,516,209821,209821,185602,97564,0,45263,NA,NA,NA,NA
2005,2111706,3406,4252,247.24,147.11,85574.38,85574.38,76273.81,67045.04,0,0,NA,NA,NA,NA
2005,2112209,142711,125221,5566.5,6386,4578165.82,4578165.82,4578165.82,2080049.74,195943.96,195943.96,NA,NA,NA,NA
2006,2200400,16831,26083,1037,668,970527.45,970527.45,863752.7,303900.21,25359.32,25359.32,NA,NA,NA,NA
2006,2201150,4662,4215,146,157,175103.66,175103.66,206966.83,68006.76,0,0,NA,NA,NA,NA
2002,2201903,11822,11202,162,NA,575828.46,575828.46,562299.37,119947.3,NA,NA,NA,NA,NA,NA
2002,2202307,10870,10199,79,NA,582772.8,582772.8,634391.86,90173.52,NA,NA,NA,NA,NA,NA
2003,2204501,9114,9844,1037,NA,413361,413361,350435,940,0,0,NA,NA,NA,NA
2003,2208205,3998,4308,259,NA,154464,154464,156019,42148,0,0,NA,NA,NA,NA
2001,2929503,23956,29798,1122.9,NA,799831,799831,852355.25,NA,NA,NA,NA,NA,NA,NA
2022,2909406,6422,NA,88.5,596.53,1960439.98,1960439.98,1999751.2,356852.12,127984.81,144197.61,0,0,0,0
2022,2912509,4886,NA,373.87,674.84,1625615.48,1625615.48,1670775.13,364956.3,220805.26,233583.61,0,0,0,0
2022,2918605,3600,NA,256.16,NA,1143220.67,1143220.67,1109989,94827.38,2059217.31,2066403.07,0,0,0,0
2022,2920809,6351,NA,263.84,288.42,1575949.7,1575949.7,1576999.22,147267.97,10195584.95,10722549.63,0,0,0,0
2022,2926509,1874,NA,93.47,35.61,478857.37,478857.37,484222.77,22813.79,40953.38,44170.25,0,0,0,0
2022,2101301,3339,NA,627.28,127.22,603709.55,603709.55,329522.32,95327.51,15109.66,18281.7,0,0,0,0
2022,2109502,10164,NA,1029.42,634.76,2055558.58,2055558.58,1472901.58,315007.5,24796.23,30001.81,0,0,0,0
2022,2110401,5362,NA,837.9,422.51,687733.99,687733.99,346308.66,252562.23,20182.98,24420.08,0,0,0,0
2022,2202851,2239,NA,195,0.34,541114.04,541114.04,557965.53,350.29,0,8585.09,0,0,0,0
2022,2204006,3458,NA,308.24,285.02,955956.62,955956.62,882115.18,223089.51,95800,109372.6,0,0,0,0
2020,2901304,7264,7312,338.67,520.35,1587149.77,1587149.77,1626111.89,228759.92,51432.6,73959.34,NA,NA,NA,NA
2017,2901403,10494,6817,318.89,323,1234055.17,1234055.17,1177446.02,94256.86,0,0,NA,NA,0,0
2019,2901601,11034,7187,428.36,923.34,1795733.05,1795733.05,1948298.2,267908.26,20840.01,20840.01,NA,NA,NA,NA
2019,2907608,16279,8278,877.3,2879.16,3015159.86,3015159.86,2989085.42,1423491.75,0,0,NA,NA,NA,NA
2018,2909703,4801,3273,233.73,4,871857.99,871857.99,883539.44,1696,0,0,NA,NA,0,0
2020,2910008,4150,4174,281.43,226.19,1285861.9,1285861.9,1038115.82,65589.9,45928.09,60126.21,NA,NA,NA,NA
2020,2910305,3284,3321,156.19,300.18,810853.95,810853.95,772396.35,107598.89,12430.44,23600.54,NA,NA,NA,NA
2018,2911501,4490,4665,188.1,71,797332.06,797332.06,817782.48,26425.35,0,0,NA,NA,0,0
2019,2912905,13418,12725,606.02,830.04,2836771.76,2836771.76,2894261.05,254177.22,0,0,NA,NA,NA,NA
2017,2914406,8292,7634,309.58,203.73,1230885.73,1230885.73,1244440.02,70147.66,22406.57,43699.76,NA,NA,0,0
2018,2920205,9218,6893,406.79,134,1632643.39,1632643.39,1734912.27,437202.16,5184.19,5184.19,NA,NA,0,0
2021,2923308,6015,2854,371.22,490.85,1192439.96,1192439.96,1200383.99,184057.65,130497.37,145617.89,0,0,0,0
2021,2924207,4790,2737,0,498.71,1062869.15,1062869.15,899667.86,357203.87,68457.15,78780.67,0,0,0,0
2018,2924702,6017,5308,176.9,61,964933,964933,945223.96,22417.72,53445.8,53445.8,NA,NA,0,0
2018,2924801,17847,16610,126.97,2646,2903735.07,2903735.07,2676285.52,255411.07,0,0,NA,NA,0,0
2020,2927804,4766,4776,0,256.41,915882.82,915882.82,904528.57,79523.65,20654.06,33686.36,NA,NA,NA,NA
2017,2928000,26724,23612,1124.09,1986.35,3932333.34,3932333.34,3923300.83,458180.56,477085.23,547829.41,NA,NA,0,0
2019,2928208,20780,14498,1078.39,3509.68,4027056.9,4027056.9,3993932.63,495033.52,122297.47,388881.11,NA,NA,NA,NA
2017,2929404,4456,3901,172.14,210.67,719085.57,719085.57,707493.76,69552.2,0,0,NA,NA,0,0
2021,2932200,16321,15860,879.95,331.68,3734031.56,3734031.56,3827711.13,147819.64,287081.52,311058.59,0,0,0,0
2017,2932457,10379,8624,420.8,1519.81,1119300.81,1119300.81,1099717.76,409499.44,104000,119421.55,NA,NA,0,0
2017,2101251,8825,3798,502,5.12,1449579.82,1449579.82,893749.24,3365.97,0,0,0,0,0,0
2018,2101509,10844,10844,1174.86,591.68,1519475.21,1519475.21,1469926.87,433534.2,0,0,0,0,0,0
2017,2101509,11329,10789,1145.34,851.62,1476118.72,1476118.72,1345635.04,379293.57,0,0,0,0,0,0
2019,2101806,3064,2897,855.47,274.52,728064.18,728064.18,723345.25,181244.7,54776.43,54776.43,0,0,0,0
2019,2101939,1875,2342,244.92,166.79,229001.52,229001.52,186166.02,104275.58,15682.42,15682.42,0,0,0,0
2020,2102408,2162,4113,416.39,137.02,425098.15,425098.15,422132.28,84419.84,2907.18,5901.29,0,0,0,0
